GSM,ThreadDensity,TensileStrength,Shrinkage,AirPermeability,Thickness,Quality
140.0,138.0,298.0,8.04,737.0,0.19,Low
107.0,105.0,516.0,8.99,574.0,0.42,Low
122.0,143.0,322.0,6.24,424.0,0.33,Low
248.0,142.0,519.0,0.06,455.0,0.92,Medium
165.0,133.0,998.0,1.86,189.0,0.87,Medium
256.0,134.0,792.0,1.0,141.0,0.62,High
96.0,71.0,694.0,3.63,464.0,0.57,Low
177.0,84.0,656.0,5.01,770.0,0.94,Low
177.0,99.0,719.0,3.48,465.0,0.97,Medium
144.0,171.0,916.0,1.79,387.0,0.21,Medium
84.0,177.0,514.0,6.47,702.0,0.24,Low
81.0,162.0,908.0,4.64,580.0,0.71,Medium
101.0,66.0,909.0,4.95,736.0,0.59,Low
191.0,129.0,741.0,4.28,600.0,0.12,Medium
136.0,179.0,678.0,9.56,737.0,0.16,Low
145.0,181.0,219.0,2.15,151.0,0.9,Low
177.0,134.0,759.0,5.17,202.0,0.88,Medium
223.0,143.0,329.0,7.36,460.0,0.42,Low
204.0,183.0,492.0,5.57,523.0,0.9,Medium
246.0,130.0,331.0,9.29,798.0,0.63,Low
155.0,118.0,609.0,4.64,113.0,0.48,Low
138.0,197.0,992.0,0.89,715.0,0.2,Medium
217.0,65.0,586.0,6.09,728.0,0.49,Low
178.0,100.0,464.0,2.88,569.0,0.51,Low
271.0,154.0,414.0,1.6,565.0,0.6,Medium
322.0,115.0,659.0,5.45,403.0,0.2,Medium
128.0,58.0,657.0,5.32,704.0,0.99,Low
111.0,156.0,242.0,0.76,526.0,0.32,Low
99.0,149.0,785.0,6.98,755.0,0.28,Low
233.0,135.0,477.0,6.24,209.0,0.57,Medium
147.0,113.0,953.0,1.89,774.0,0.58,Medium
293.0,71.0,329.0,4.69,664.0,0.5,Medium
215.0,159.0,549.0,7.2,614.0,0.79,Medium
311.0,146.0,609.0,5.29,167.0,0.56,High
292.0,67.0,743.0,3.95,345.0,0.65,Medium
158.0,120.0,305.0,3.22,488.0,0.75,Low
293.0,176.0,915.0,6.1,749.0,0.12,High
195.0,146.0,200.0,9.39,407.0,0.61,Low
171.0,50.0,956.0,6.72,451.0,0.9,Medium
349.0,181.0,783.0,0.75,165.0,0.12,High
247.0,53.0,631.0,4.61,559.0,0.46,Medium
137.0,174.0,505.0,8.91,446.0,0.93,Low
105.0,131.0,726.0,0.94,424.0,0.42,Medium
145.0,76.0,252.0,9.89,766.0,0.51,Low
327.0,108.0,719.0,9.49,698.0,0.98,Medium
333.0,81.0,529.0,0.78,132.0,0.28,Medium
123.0,77.0,757.0,9.33,167.0,0.16,Low
176.0,155.0,524.0,3.63,286.0,0.87,Medium
121.0,154.0,313.0,8.45,291.0,0.88,Low
306.0,119.0,346.0,4.18,312.0,0.52,Medium
215.0,111.0,365.0,4.41,699.0,0.56,Medium
168.0,136.0,338.0,7.74,450.0,0.76,Low
257.0,163.0,828.0,0.34,207.0,0.34,High
276.0,155.0,498.0,5.93,339.0,0.12,Medium
346.0,105.0,475.0,1.87,315.0,0.53,Medium
347.0,162.0,988.0,3.46,276.0,0.87,High
153.0,62.0,377.0,3.48,664.0,0.91,Low
87.0,67.0,553.0,4.69,429.0,0.96,Low
243.0,162.0,353.0,3.34,660.0,0.89,Medium
164.0,88.0,400.0,1.07,725.0,0.62,Low
151.0,128.0,314.0,1.46,549.0,0.5,Low
134.0,195.0,870.0,0.33,706.0,0.8,Medium
126.0,79.0,753.0,4.7,546.0,0.77,Low
317.0,147.0,958.0,9.54,636.0,0.58,High
183.0,107.0,267.0,1.16,743.0,0.18,Low
289.0,116.0,644.0,9.46,278.0,0.93,Medium
121.0,120.0,644.0,7.33,494.0,0.51,Low
347.0,195.0,525.0,6.37,244.0,0.43,High
342.0,155.0,907.0,6.45,297.0,0.67,High
338.0,56.0,801.0,8.27,183.0,0.71,Medium
193.0,89.0,822.0,1.07,768.0,0.29,Medium
119.0,119.0,558.0,5.05,184.0,0.85,Low
299.0,117.0,344.0,6.97,556.0,0.36,Medium
208.0,98.0,474.0,5.87,575.0,0.27,Low
87.0,101.0,708.0,8.33,352.0,0.47,Low
180.0,163.0,378.0,0.72,171.0,0.76,Medium
255.0,156.0,952.0,6.91,322.0,0.97,High
186.0,78.0,676.0,5.34,375.0,0.83,Low
180.0,198.0,613.0,3.79,345.0,0.95,Medium
215.0,127.0,352.0,3.4,440.0,0.23,Medium
325.0,58.0,303.0,6.21,672.0,0.16,Medium
111.0,125.0,274.0,8.91,570.0,0.6,Low
216.0,91.0,327.0,4.96,553.0,0.36,Low
91.0,177.0,910.0,8.25,106.0,0.85,Medium
95.0,69.0,865.0,4.02,287.0,0.7,Low
208.0,121.0,767.0,1.02,103.0,0.97,Medium
142.0,114.0,989.0,0.62,744.0,0.33,Medium
188.0,162.0,544.0,0.51,224.0,0.54,Medium
100.0,73.0,730.0,3.8,114.0,0.55,Low
237.0,177.0,609.0,3.37,624.0,0.32,Medium
348.0,132.0,737.0,7.18,729.0,0.63,High
241.0,112.0,625.0,7.43,339.0,0.5,Medium
339.0,109.0,880.0,0.51,459.0,0.5,High
181.0,148.0,222.0,2.21,617.0,0.43,Low
302.0,111.0,246.0,2.74,419.0,0.12,Medium
138.0,79.0,724.0,5.48,330.0,0.57,Low
326.0,71.0,928.0,1.45,129.0,0.4,High
207.0,175.0,905.0,1.34,633.0,0.1,High
104.0,91.0,343.0,9.44,255.0,0.38,Low
210.0,147.0,784.0,8.04,729.0,0.35,Medium
275.0,80.0,867.0,1.81,498.0,0.45,Medium
233.0,161.0,788.0,4.07,445.0,0.22,Medium
212.0,195.0,618.0,3.56,294.0,0.56,Medium
306.0,171.0,880.0,7.91,267.0,0.72,High
268.0,66.0,609.0,5.1,476.0,0.67,Medium
344.0,87.0,284.0,1.28,588.0,0.82,Medium
213.0,191.0,615.0,7.39,461.0,0.51,Medium
290.0,159.0,893.0,3.97,581.0,0.57,High
139.0,71.0,681.0,2.63,343.0,0.83,Low
292.0,105.0,655.0,3.75,680.0,0.48,Medium
305.0,196.0,311.0,3.43,688.0,0.49,Medium
210.0,106.0,429.0,2.42,270.0,0.48,Medium
155.0,84.0,295.0,3.99,612.0,0.78,Low
235.0,163.0,879.0,0.19,505.0,0.26,High
327.0,174.0,609.0,4.71,673.0,0.4,Medium
297.0,178.0,355.0,1.71,306.0,0.3,Medium
269.0,101.0,620.0,0.44,253.0,0.42,Medium
242.0,134.0,304.0,6.54,147.0,0.31,Low
259.0,114.0,904.0,7.74,748.0,0.62,Medium
113.0,178.0,529.0,8.14,100.0,0.82,Low
120.0,70.0,609.0,4.94,506.0,0.81,Low
154.0,65.0,331.0,2.05,206.0,0.43,Low
255.0,172.0,581.0,7.37,272.0,0.99,Medium
229.0,110.0,337.0,7.0,605.0,0.63,Low
187.0,103.0,469.0,2.46,229.0,0.46,Low
218.0,75.0,749.0,9.03,497.0,0.85,Medium
291.0,129.0,595.0,1.04,393.0,0.76,Medium
145.0,114.0,756.0,9.83,651.0,0.77,Low
327.0,149.0,663.0,8.6,546.0,0.28,Medium
235.0,123.0,874.0,6.88,115.0,0.52,Medium
126.0,66.0,649.0,9.39,738.0,0.88,Low
280.0,170.0,530.0,7.22,448.0,0.55,Medium
227.0,72.0,452.0,1.9,302.0,0.72,Low
203.0,184.0,880.0,4.42,233.0,0.63,Medium
80.0,120.0,484.0,0.72,625.0,0.86,Low
326.0,157.0,473.0,3.9,607.0,0.36,Medium
207.0,128.0,219.0,7.42,165.0,0.62,Low
270.0,95.0,438.0,3.86,579.0,0.21,Medium
146.0,127.0,469.0,3.3,558.0,0.72,Low
83.0,65.0,617.0,5.95,441.0,0.76,Low
222.0,120.0,509.0,8.72,725.0,0.14,Low
270.0,145.0,230.0,0.48,258.0,0.71,Medium
100.0,196.0,303.0,3.85,260.0,0.47,Low
306.0,51.0,881.0,1.58,353.0,0.21,Medium
196.0,59.0,385.0,6.95,626.0,0.48,Low
221.0,174.0,327.0,1.06,648.0,0.27,Medium
118.0,130.0,409.0,6.65,254.0,0.47,Low
331.0,189.0,613.0,2.86,585.0,0.45,High
286.0,119.0,480.0,1.99,531.0,0.76,Medium
289.0,199.0,452.0,9.36,126.0,0.8,Medium
194.0,81.0,218.0,0.19,111.0,0.65,Low
304.0,154.0,911.0,4.38,166.0,0.12,High
213.0,133.0,931.0,0.22,641.0,0.94,High
330.0,178.0,335.0,4.84,195.0,0.72,Medium
298.0,107.0,422.0,4.71,314.0,0.13,Medium
170.0,126.0,202.0,3.22,293.0,0.84,Low
125.0,183.0,435.0,1.32,746.0,0.28,Low
117.0,94.0,664.0,3.76,389.0,0.62,Low
221.0,146.0,427.0,6.72,643.0,0.52,Medium
179.0,72.0,853.0,7.82,138.0,0.48,Medium
269.0,72.0,698.0,5.31,305.0,0.9,Medium
114.0,184.0,720.0,5.9,654.0,0.49,Medium
226.0,128.0,609.0,2.01,583.0,0.17,Medium
109.0,93.0,876.0,2.87,436.0,0.95,Medium
163.0,76.0,338.0,1.62,595.0,0.93,Low
349.0,75.0,475.0,2.49,348.0,0.72,Medium
181.0,85.0,252.0,5.19,472.0,0.18,Low
294.0,158.0,886.0,5.63,237.0,0.81,High
229.0,104.0,309.0,9.45,556.0,0.17,Low
162.0,118.0,914.0,1.96,543.0,0.16,Medium
189.0,110.0,847.0,6.42,452.0,0.58,Medium
280.0,179.0,203.0,8.17,510.0,0.24,Medium
252.0,104.0,866.0,5.6,777.0,0.11,Medium
285.0,171.0,883.0,2.55,637.0,0.48,High
142.0,146.0,246.0,2.63,552.0,0.22,Low
152.0,129.0,293.0,0.39,518.0,0.24,Low
330.0,136.0,759.0,3.05,549.0,0.17,High
203.0,87.0,951.0,7.45,684.0,0.28,Medium
200.0,168.0,412.0,0.48,214.0,0.74,Medium
199.0,127.0,635.0,2.19,150.0,0.83,Medium
243.0,84.0,707.0,7.06,468.0,0.51,Medium
344.0,128.0,850.0,7.83,782.0,0.56,High
240.0,116.0,404.0,4.55,614.0,0.13,Medium
168.0,136.0,580.0,6.98,309.0,0.16,Low
221.0,83.0,272.0,3.88,726.0,0.33,Low
282.0,146.0,715.0,4.71,778.0,0.59,High
306.0,120.0,275.0,3.98,534.0,0.77,Medium
301.0,52.0,276.0,5.8,326.0,0.64,Low
120.0,107.0,967.0,9.48,762.0,0.45,Low
275.0,81.0,609.0,0.69,367.0,0.21,Medium
147.0,80.0,813.0,5.07,215.0,0.8,Low
343.0,131.0,305.0,3.29,699.0,0.43,Medium
81.0,92.0,750.0,5.08,459.0,0.76,Low
189.0,154.0,474.0,3.13,139.0,0.76,Medium
165.0,50.0,287.0,8.2,281.0,0.92,Low
199.0,110.0,922.0,5.54,589.0,0.93,Medium
206.0,63.0,276.0,4.51,308.0,0.58,Low
334.0,55.0,276.0,2.86,372.0,0.56,Medium
262.0,152.0,641.0,2.98,218.0,0.34,Medium
95.0,59.0,739.0,4.71,481.0,0.94,Low
141.0,120.0,444.0,8.36,635.0,0.51,Low
237.0,139.0,777.0,9.67,357.0,0.21,Medium
347.0,198.0,977.0,4.39,582.0,0.49,High
114.0,175.0,581.0,3.93,608.0,0.21,Low
346.0,146.0,916.0,8.47,191.0,0.55,High
143.0,123.0,769.0,4.27,260.0,0.61,Medium
129.0,164.0,912.0,5.52,248.0,0.4,Medium
334.0,100.0,936.0,2.31,216.0,0.16,High
215.0,105.0,341.0,7.44,557.0,0.95,Low
251.0,90.0,567.0,5.32,664.0,0.8,Medium
280.0,81.0,283.0,8.09,144.0,0.85,Low
114.0,64.0,1368.0,7.81,333.0,0.43,Low
295.0,111.0,551.0,2.15,474.0,0.78,Medium
144.0,77.0,744.0,7.16,646.0,0.54,Low
87.0,113.0,351.0,8.0,296.0,0.28,Low
155.0,179.0,357.0,3.46,124.0,0.21,Low
126.0,85.0,852.0,0.03,135.0,0.22,Medium
94.0,163.0,962.0,4.51,573.0,1.0,Medium
226.0,62.0,502.0,3.52,322.0,0.14,Low
172.0,138.0,855.0,1.88,287.0,0.51,Medium
311.0,71.0,649.0,8.6,501.0,0.37,Medium
100.0,123.0,920.0,2.58,356.0,0.61,Medium
215.0,74.0,423.0,2.26,753.0,0.23,Low
236.0,150.0,242.0,4.81,235.0,0.81,Low
258.0,166.0,463.0,4.99,690.0,0.4,Medium
211.0,90.0,955.0,2.15,543.0,0.63,Medium
107.0,137.0,202.0,2.72,517.0,0.74,Low
339.0,159.0,836.0,1.7,391.0,0.9,High
155.0,169.0,467.0,7.18,673.0,0.85,Low
215.0,146.0,795.0,7.7,228.0,0.65,Medium
273.0,194.0,215.0,4.62,440.0,0.45,Medium
241.0,106.0,533.0,7.14,356.0,0.55,Medium
336.0,179.0,663.0,7.36,665.0,0.79,High
151.0,145.0,258.0,1.38,786.0,0.89,Low
166.0,170.0,376.0,9.66,199.0,0.19,Low
341.0,111.0,262.0,8.21,138.0,0.45,Medium
293.0,186.0,760.0,2.04,362.0,0.8,High
232.0,117.0,506.0,1.86,249.0,0.49,Medium
289.0,130.0,445.0,1.26,732.0,0.4,Medium
140.0,66.0,488.0,1.38,789.0,0.47,Low
347.0,166.0,997.0,7.48,429.0,0.64,High
341.0,99.0,531.0,4.7,219.0,1.0,Medium
297.0,161.0,726.0,7.83,683.0,0.54,Medium
215.0,143.0,454.0,7.46,318.0,0.29,Medium
172.0,134.0,803.0,6.05,222.0,0.25,Medium
188.0,198.0,709.0,6.86,343.0,0.14,Medium
320.0,195.0,990.0,0.18,686.0,0.6,High
221.0,123.0,917.0,3.12,617.0,0.59,Medium
316.0,158.0,805.0,6.38,120.0,0.28,High
256.0,194.0,936.0,0.09,289.0,0.73,High
220.0,67.0,662.0,0.33,324.0,0.77,Medium
268.0,91.0,398.0,8.52,714.0,0.33,Low
128.0,150.0,609.0,6.84,565.0,0.41,Low
215.0,131.0,757.0,6.88,462.0,0.44,Medium
122.0,66.0,263.0,7.92,182.0,0.78,Low
169.0,122.0,429.0,3.07,792.0,0.51,Low
271.0,181.0,445.0,9.33,155.0,0.79,Medium
185.0,131.0,786.0,3.45,121.0,0.7,Medium
312.0,197.0,356.0,1.06,679.0,0.87,Medium
116.0,169.0,901.0,7.68,621.0,0.62,Medium
120.0,96.0,763.0,2.22,677.0,0.31,Low
96.0,156.0,287.0,2.69,363.0,0.46,Low
138.0,157.0,512.0,2.43,324.0,0.78,Low
262.0,58.0,265.0,9.92,734.0,0.69,Low
120.0,128.0,861.0,1.97,137.0,0.26,Medium
118.0,64.0,219.0,5.76,222.0,0.15,Low
271.0,68.0,232.0,9.25,255.0,0.71,Low
346.0,139.0,992.0,1.47,400.0,0.33,High
206.0,141.0,272.0,9.47,744.0,0.77,Low
124.0,180.0,332.0,2.15,751.0,0.17,Low
80.0,91.0,254.0,6.34,693.0,0.27,Low
247.0,68.0,260.0,7.61,669.0,0.3,Low
187.0,66.0,719.0,9.86,760.0,0.33,Low
98.0,125.0,471.0,4.71,504.0,0.61,Low
151.0,112.0,445.0,7.66,548.0,0.55,Low
188.0,180.0,375.0,3.39,230.0,0.28,Medium
347.0,126.0,827.0,1.76,168.0,0.16,High
215.0,98.0,516.0,4.21,444.0,0.25,Medium
169.0,104.0,982.0,7.94,419.0,0.99,Medium
329.0,101.0,861.0,5.38,683.0,0.88,High
87.0,149.0,330.0,9.95,628.0,0.86,Low
232.0,166.0,301.0,3.99,259.0,0.56,Medium
294.0,95.0,609.0,3.93,632.0,0.72,Medium
256.0,95.0,921.0,6.96,234.0,0.35,Medium
254.0,149.0,694.0,9.38,210.0,0.85,Medium
225.0,193.0,560.0,5.42,382.0,0.18,Medium
240.0,103.0,537.0,7.68,619.0,0.8,Medium
206.0,111.0,778.0,0.89,293.0,0.19,Medium
161.0,178.0,209.0,2.11,146.0,0.89,Low
226.0,98.0,248.0,5.02,441.0,0.37,Low
318.0,74.0,686.0,0.2,341.0,0.69,Medium
163.0,59.0,822.0,2.53,621.0,0.54,Medium
192.0,167.0,520.0,5.17,469.0,0.43,Medium
304.0,193.0,930.0,0.15,230.0,0.68,High
322.0,141.0,768.0,2.65,369.0,0.95,High
222.0,183.0,994.0,5.14,160.0,0.14,High
120.0,193.0,824.0,5.73,263.0,0.93,Medium
337.0,197.0,332.0,9.26,624.0,0.65,Medium
184.0,129.0,782.0,6.45,371.0,0.83,Medium
281.0,120.0,282.0,4.15,232.0,0.45,Medium
345.0,127.0,256.0,9.3,343.0,0.52,Medium
289.0,92.0,575.0,7.85,533.0,0.88,Medium
130.0,139.0,548.0,2.0,137.0,0.47,Low
197.0,127.0,470.0,1.31,667.0,0.58,Medium
280.0,75.0,682.0,6.76,418.0,0.12,Medium
118.0,170.0,310.0,5.6,609.0,0.24,Low
107.0,94.0,275.0,7.9,475.0,0.68,Low
338.0,112.0,357.0,7.39,659.0,0.75,Medium
163.0,117.0,731.0,6.25,716.0,0.62,Medium
196.0,191.0,528.0,5.34,158.0,0.5,Medium
81.0,157.0,321.0,1.13,688.0,0.42,Low
172.0,79.0,240.0,8.28,598.0,0.55,Low
245.0,98.0,366.0,2.52,317.0,0.88,Medium
337.0,189.0,841.0,7.77,666.0,0.8,High
160.0,126.0,222.0,9.57,666.0,0.18,Low
347.0,62.0,609.0,6.97,228.0,0.9,Medium
314.0,127.0,962.0,5.96,482.0,0.52,High
292.0,175.0,668.0,4.6,487.0,0.77,High
141.0,147.0,599.0,3.64,184.0,0.23,Medium
128.0,75.0,208.0,3.53,609.0,0.7,Low
206.0,198.0,212.0,6.36,726.0,0.31,Low
302.0,97.0,251.0,4.71,536.0,0.49,Low
186.0,115.0,408.0,6.79,392.0,0.12,Low
225.0,136.0,749.0,1.98,148.0,0.24,Medium
178.0,128.0,609.0,4.94,166.0,0.18,Medium
152.0,72.0,904.0,7.92,228.0,0.32,Low
201.0,130.0,601.0,4.76,128.0,0.19,Medium
109.0,97.0,390.0,5.37,442.0,0.72,Low
267.0,173.0,250.0,7.71,644.0,0.13,Medium
274.0,179.0,592.0,6.61,218.0,0.66,Medium
235.0,133.0,852.0,4.09,791.0,0.23,Medium
251.0,69.0,879.0,8.95,762.0,0.95,Medium
120.0,95.0,820.0,1.63,232.0,0.94,Medium
142.0,180.0,918.0,9.96,426.0,0.3,Medium
102.0,61.0,499.0,1.19,284.0,0.65,Low
154.0,89.0,821.0,0.15,605.0,0.13,Medium
127.0,115.0,395.0,8.9,745.0,0.94,Low
239.0,149.0,616.0,2.45,788.0,0.57,Medium
197.0,127.0,863.0,7.3,633.0,0.14,Medium
179.0,65.0,619.0,8.11,340.0,0.41,Low
246.0,132.0,954.0,8.59,688.0,0.17,Medium
235.0,93.0,839.0,9.92,615.0,0.45,Medium
86.0,183.0,816.0,2.94,264.0,0.7,Medium
215.0,71.0,555.0,1.15,656.0,0.45,Low
272.0,67.0,347.0,4.07,317.0,0.21,Low
126.0,61.0,564.0,8.48,747.0,0.32,Low
227.0,172.0,563.0,3.68,779.0,0.19,Medium
236.0,166.0,851.0,5.91,704.0,0.83,Medium
281.0,100.0,901.0,5.04,104.0,0.22,Medium
205.0,120.0,601.0,6.46,767.0,0.64,Medium
143.0,97.0,805.0,9.73,180.0,0.41,Low
255.0,68.0,691.0,0.56,346.0,0.3,Medium
195.0,55.0,428.0,5.74,592.0,0.68,Low
283.0,133.0,774.0,8.63,748.0,0.51,Medium
110.0,102.0,736.0,4.81,485.0,0.46,Low
192.0,156.0,467.0,0.79,674.0,0.63,Medium
146.0,150.0,604.0,5.61,406.0,0.54,Low
154.0,97.0,992.0,3.32,727.0,0.37,Medium
124.0,184.0,210.0,4.71,724.0,0.6,Low
215.0,118.0,519.0,8.49,642.0,0.7,Medium
233.0,60.0,912.0,5.22,106.0,0.12,Medium
234.0,192.0,325.0,9.33,614.0,0.52,Medium
130.0,171.0,901.0,6.93,172.0,0.27,Medium
341.0,118.0,710.0,0.05,109.0,0.6,High
204.0,72.0,288.0,4.28,672.0,0.88,Low
109.0,58.0,827.0,9.11,221.0,0.16,Low
201.0,64.0,551.0,1.75,786.0,0.48,Low
204.0,180.0,888.0,2.86,612.0,0.62,High
116.0,142.0,213.0,4.71,540.0,0.23,Low
249.0,66.0,456.0,2.63,137.0,0.79,Medium
203.0,198.0,408.0,2.1,690.0,0.77,Medium
114.0,121.0,480.0,5.99,444.0,0.91,Low
166.0,198.0,642.0,0.89,437.0,0.11,Medium
213.0,170.0,588.0,4.71,283.0,0.3,Medium
275.0,60.0,816.0,3.72,166.0,0.84,Medium
280.0,121.0,682.0,7.21,116.0,0.7,Medium
156.0,155.0,346.0,5.55,482.0,0.9,Low
138.0,174.0,478.0,4.23,467.0,0.15,Low
205.0,84.0,720.0,5.66,415.0,0.64,Medium
188.0,168.0,829.0,3.65,596.0,0.61,Medium
303.0,63.0,805.0,9.36,444.0,0.13,Medium
147.0,63.0,633.0,0.55,652.0,0.56,Low
148.0,59.0,343.0,6.73,572.0,0.65,Low
244.0,189.0,488.0,4.71,214.0,0.27,Medium
241.0,87.0,585.0,8.04,199.0,0.35,Medium
215.0,157.0,213.0,1.84,537.0,0.68,Low
188.0,168.0,456.0,2.96,444.0,0.52,Medium
130.0,83.0,545.0,7.17,448.0,0.87,Low
329.0,59.0,897.0,0.84,238.0,0.41,High
100.0,171.0,544.0,8.12,423.0,0.34,Low
218.0,194.0,599.0,4.71,401.0,0.99,Medium
171.0,194.0,406.0,7.3,393.0,0.92,Low
204.0,164.0,371.0,1.0,628.0,0.13,Medium
190.0,50.0,663.0,7.18,391.0,0.79,Low
218.0,61.0,469.0,6.8,173.0,0.2,Low
178.0,152.0,420.0,8.31,583.0,0.12,Low
331.0,126.0,351.0,0.42,115.0,0.35,Medium
183.0,190.0,822.0,0.23,625.0,0.34,Medium
293.0,147.0,382.0,3.73,435.0,0.84,Medium
328.0,155.0,598.0,1.49,615.0,0.74,High
231.0,134.0,271.0,5.58,226.0,0.98,Low
329.0,170.0,617.0,9.17,617.0,0.74,Medium
244.0,181.0,482.0,3.91,228.0,0.48,Medium
224.0,179.0,926.0,1.69,484.0,0.74,High
180.0,61.0,696.0,0.3,331.0,0.79,Medium
243.0,130.0,527.0,3.28,294.0,0.94,Medium
226.0,123.0,734.0,9.08,164.0,0.2,Medium
143.0,147.0,779.0,0.97,714.0,0.73,Medium
170.0,55.0,646.0,6.06,376.0,0.87,Low
196.0,185.0,572.0,4.51,769.0,0.96,Medium
346.0,174.0,561.0,9.38,323.0,0.29,Medium
252.0,100.0,292.0,1.23,377.0,0.55,Medium
126.0,60.0,520.0,2.12,793.0,0.71,Low
219.0,176.0,523.0,0.3,465.0,0.32,Medium
215.0,189.0,583.0,4.34,615.0,0.64,High
228.0,122.0,774.0,2.78,314.0,0.33,Medium
215.0,51.0,935.0,8.7,538.0,0.4,Medium
84.0,57.0,936.0,6.05,527.0,0.5,Low
99.0,173.0,302.0,5.32,308.0,0.5,Low
125.0,102.0,414.0,0.92,600.0,0.54,Low
91.0,59.0,391.0,4.45,562.0,0.37,Low
149.0,161.0,871.0,10.0,685.0,0.24,Medium
226.0,85.0,980.0,8.93,474.0,0.28,Medium
233.0,155.0,1572.0,8.23,599.0,0.62,Medium
187.0,63.0,579.0,1.03,192.0,0.81,Low
315.0,135.0,602.0,2.27,559.0,0.25,High
149.0,198.0,863.0,0.03,676.0,0.2,Medium
262.0,99.0,948.0,3.04,420.0,0.77,High
329.0,69.0,799.0,1.09,109.0,0.37,High
307.0,136.0,210.0,4.73,402.0,0.96,Medium
181.0,184.0,386.0,6.77,421.0,0.74,Low
154.0,186.0,925.0,8.75,555.0,0.39,Medium
295.0,178.0,214.0,7.49,377.0,0.36,Medium
282.0,87.0,977.0,9.39,697.0,0.57,Medium
328.0,135.0,610.0,0.12,492.0,0.21,High
321.0,93.0,784.0,6.61,194.0,0.26,Medium
258.0,123.0,251.0,2.89,206.0,0.8,Medium
298.0,168.0,839.0,2.54,489.0,0.56,High
171.0,183.0,776.0,2.7,772.0,0.71,Medium
254.0,194.0,216.0,5.11,170.0,0.48,Medium
318.0,100.0,550.0,4.4,763.0,0.56,Medium
339.0,87.0,627.0,5.12,686.0,0.29,Medium
242.0,100.0,849.0,6.73,475.0,0.6,Medium
127.0,59.0,428.0,3.87,467.0,0.98,Low
195.0,169.0,965.0,2.51,150.0,0.17,High
304.0,198.0,409.0,1.66,242.0,0.36,High
226.0,119.0,630.0,3.49,518.0,0.32,Medium
142.0,134.0,493.0,7.42,647.0,0.32,Low
92.0,106.0,942.0,7.57,599.0,0.44,Low
268.0,175.0,952.0,6.67,266.0,0.84,High
287.0,88.0,781.0,2.34,359.0,0.92,Medium
193.0,82.0,303.0,5.88,291.0,0.28,Low
101.0,67.0,403.0,5.71,301.0,0.59,Low
250.0,145.0,574.0,5.5,257.0,0.57,Medium
215.0,97.0,253.0,4.92,721.0,0.49,Low
205.0,91.0,475.0,5.65,198.0,0.27,Low
283.0,76.0,534.0,7.16,340.0,0.54,Medium
273.0,123.0,230.0,1.1,590.0,0.46,Medium
248.0,159.0,334.0,7.5,301.0,0.82,Medium
231.0,81.0,1028.0,1.36,733.0,0.79,Low
114.0,75.0,304.0,0.67,608.0,0.22,Low
136.0,124.0,721.0,9.57,195.0,0.92,Low
301.0,72.0,695.0,0.6,589.0,0.58,Medium
242.0,106.0,452.0,4.43,678.0,0.87,Medium
98.0,175.0,609.0,1.86,317.0,0.15,Low
343.0,136.0,867.0,4.85,626.0,0.57,High
192.0,80.0,357.0,8.3,372.0,0.59,Low
109.0,113.0,748.0,9.51,318.0,0.87,Low
214.0,82.0,830.0,6.34,758.0,0.19,Medium
146.0,51.0,266.0,3.54,431.0,0.32,Low
144.0,67.0,953.0,6.03,552.0,0.47,Medium
104.0,133.0,498.0,3.12,251.0,0.88,Low
116.0,84.0,662.0,9.1,446.0,0.94,Low
80.0,163.0,924.0,8.7,513.0,0.99,Low
116.0,195.0,300.0,5.58,626.0,0.96,Low
215.0,159.0,255.0,3.25,530.0,0.11,Medium
311.0,137.0,531.0,2.93,478.0,0.14,Medium
215.0,121.0,950.0,0.33,527.0,0.23,Medium
267.0,126.0,592.0,8.16,183.0,0.41,Medium
207.0,126.0,942.0,4.5,291.0,0.85,Medium
280.0,102.0,580.0,3.25,140.0,0.9,Medium
206.0,187.0,291.0,4.71,408.0,0.27,Medium
336.0,136.0,990.0,8.19,477.0,0.66,High
243.0,188.0,646.0,1.25,235.0,0.93,Medium
114.0,62.0,308.0,4.71,205.0,0.52,Low
273.0,89.0,516.0,8.98,618.0,0.19,Medium
270.0,138.0,367.0,9.47,641.0,0.51,Medium
183.0,117.0,634.0,3.97,225.0,0.44,Medium
102.0,91.0,641.0,2.17,456.0,0.62,Low
344.0,196.0,417.0,3.74,499.0,0.49,High
339.0,143.0,421.0,3.33,178.0,0.12,Medium
154.0,68.0,872.0,1.76,488.0,0.99,Medium
151.0,72.0,727.0,6.07,678.0,0.59,Low
215.0,103.0,477.0,4.77,634.0,0.53,Medium
267.0,114.0,768.0,8.66,173.0,0.96,Medium
252.0,189.0,773.0,0.32,104.0,0.24,High
124.0,73.0,665.0,6.44,562.0,0.27,Low
140.0,83.0,953.0,7.63,181.0,0.83,Medium
162.0,102.0,801.0,7.59,636.0,0.33,Medium
202.0,185.0,783.0,8.86,504.0,0.82,Medium
145.0,106.0,558.0,9.28,377.0,0.13,Low
224.0,161.0,487.0,3.33,323.0,0.57,Medium
241.0,54.0,285.0,5.03,683.0,0.28,Low
313.0,62.0,433.0,0.14,167.0,0.78,Medium
223.0,132.0,946.0,0.07,419.0,0.68,High
267.0,78.0,512.0,2.4,705.0,0.93,Medium
92.0,52.0,564.0,1.01,118.0,0.8,Low
263.0,139.0,976.0,2.6,739.0,0.26,High
190.0,153.0,998.0,1.77,442.0,0.82,High
